Gene_a	Celltype_a	Gene_b	Celltype_b
FB	COL15A1	Pc	ITGB1	
FB	COL15A1	SGC	ITGA2	
FB	COL15A1	SGC	ITGB1	
FB	COL15A1	Schwann	ITGA1	
FB	COL15A1	Schwann	ITGA2	
FB	COL15A1	Schwann	ITGB1	
FB	COL15A1	Sebocyte	ITGA2	
FB	COL15A1	Sebocyte	ITGB1	
FB	COL15A1	VEC	ITGA1	
FB	COL15A1	VEC	ITGA10	
FB	COL15A1	VEC	ITGA2	
FB	COL15A1	VEC	ITGB1	
FB	COL16A1	FB	ITGA1	
FB	COL16A1	FB	ITGA11	
FB	COL16A1	FB	ITGB1	
FB	COL16A1	HFC	ITGA2	
FB	COL16A1	HFC	ITGB1	
FB	COL16A1	KC	ITGA2	
FB	COL16A1	KC	ITGB1	
FB	COL16A1	Channel	ITGA2	
FB	COL16A1	Channel	ITGB1	
FB	COL16A1	LC	ITGA10	
FB	COL16A1	LC	ITGB1	
FB	COL16A1	LEC	ITGA1	
FB	COL16A1	LEC	ITGA2	
FB	COL16A1	LEC	ITGB1	
FB	COL16A1	Lymphocyte	ITGA1	
FB	COL16A1	Lymphocyte	ITGB1	
FB	COL16A1	MEC	ITGA1	
FB	COL16A1	MEC	ITGA11	
FB	COL16A1	MEC	ITGA2	
FB	COL16A1	MEC	ITGB1	
FB	COL16A1	Pc	ITGA1	
FB	COL16A1	Pc	ITGB1	
FB	COL16A1	SGC	ITGA2	
FB	COL16A1	SGC	ITGB1	
FB	COL16A1	Schwann	ITGA1	
FB	COL16A1	Schwann	ITGA2	
FB	COL16A1	Schwann	ITGB1	
FB	COL16A1	Sebocyte	ITGA2	
FB	COL16A1	Sebocyte	ITGB1	
FB	COL16A1	VEC	ITGA1	
FB	COL16A1	VEC	ITGA10	
FB	COL16A1	VEC	ITGA2	
FB	COL16A1	VEC	ITGB1	
FB	COL18A1	FB	ITGA1	
FB	COL18A1	FB	ITGA11	
FB	COL18A1	FB	ITGB1	
FB	COL18A1	HFC	ITGA2	
FB	COL18A1	HFC	ITGB1	
FB	COL18A1	KC	ITGA2	
FB	COL18A1	KC	ITGB1	
FB	COL18A1	Channel	ITGA2	
FB	COL18A1	Channel	ITGB1	
FB	COL18A1	LC	ITGA10	
FB	COL18A1	LC	ITGB1	
FB	COL18A1	LEC	ITGA1	
FB	COL18A1	LEC	ITGA2	
FB	COL18A1	LEC	ITGB1	
FB	COL18A1	Lymphocyte	ITGA1	
FB	COL18A1	Lymphocyte	ITGB1	
FB	COL18A1	MEC	ITGA1	
FB	COL18A1	MEC	ITGA11	
FB	COL18A1	MEC	ITGA2	
FB	COL18A1	MEC	ITGB1	
FB	COL18A1	Pc	ITGA1	
FB	COL18A1	Pc	ITGB1	
FB	COL18A1	SGC	ITGA2	
FB	COL18A1	SGC	ITGB1	
FB	COL18A1	Schwann	ITGA1	
FB	COL18A1	Schwann	ITGA2	
FB	COL18A1	Schwann	ITGB1	
FB	COL18A1	Sebocyte	ITGA2	
FB	COL18A1	Sebocyte	ITGB1	
FB	COL18A1	VEC	ITGA1	
FB	COL18A1	VEC	ITGA10	
FB	COL18A1	VEC	ITGA2	
FB	COL18A1	VEC	ITGB1	
FB	COL1A1	FB	ITGA1	
FB	COL1A1	FB	ITGA11	
FB	COL1A1	FB	ITGB1	
FB	COL1A1	HFC	ITGA2	
FB	COL1A1	HFC	ITGB1	
FB	COL1A1	KC	ITGA2	
FB	COL1A1	KC	ITGB1	
FB	COL1A1	Channel	ITGA2	
FB	COL1A1	Channel	ITGB1	
FB	COL1A1	LC	ITGA10	
FB	COL1A1	LC	ITGB1	
FB	COL1A1	LEC	ITGA1	
FB	COL1A1	LEC	ITGA2	
FB	COL1A1	LEC	ITGB1	
FB	COL1A1	Lymphocyte	ITGA1	
FB	COL1A1	Lymphocyte	ITGB1	
FB	COL1A1	MEC	ITGA1	
FB	COL1A1	MEC	ITGA11	
FB	COL1A1	MEC	ITGA2	
FB	COL1A1	MEC	ITGB1	
FB	COL1A1	MEL	ITGA2	
FB	COL1A1	MEL	ITGB1	
FB	COL1A1	Pc	ITGA1	
FB	COL1A1	Pc	ITGB1	
FB	COL1A1	SGC	ITGA2	
FB	COL1A1	SGC	ITGB1	
FB	COL1A1	Schwann	ITGA1	
FB	COL1A1	Schwann	ITGA2	
FB	COL1A1	Schwann	ITGB1	
FB	COL1A1	Sebocyte	ITGA2	
FB	COL1A1	Sebocyte	ITGB1	
FB	COL1A1	VEC	ITGA1	
FB	COL1A1	VEC	ITGA10	
FB	COL1A1	VEC	ITGA2	
FB	COL1A1	VEC	ITGB1	
FB	COL1A2	FB	ITGA1	
FB	COL1A2	FB	ITGA11	
FB	COL1A2	FB	ITGB1	
FB	COL1A2	HFC	ITGA2	
FB	COL1A2	HFC	ITGB1	
FB	COL1A2	KC	ITGA2	
FB	COL1A2	KC	ITGB1	
FB	COL1A2	Channel	ITGA2	
FB	COL1A2	Channel	ITGB1	
FB	COL1A2	LC	ITGA10	
FB	COL1A2	LC	ITGB1	
FB	COL1A2	LEC	ITGA1	
FB	COL1A2	LEC	ITGA2	
FB	COL1A2	LEC	ITGB1	
FB	COL1A2	Lymphocyte	ITGA1	
FB	COL1A2	Lymphocyte	ITGB1	
FB	COL1A2	MEC	ITGA1	
FB	COL1A2	MEC	ITGA11	
FB	COL1A2	MEC	ITGA2	
FB	COL1A2	MEC	ITGB1	
FB	COL1A2	MEL	ITGA2	
FB	COL1A2	MEL	ITGB1	
FB	COL1A2	Pc	ITGA1	
FB	COL1A2	Pc	ITGB1	
FB	COL1A2	SGC	ITGA2	
FB	COL1A2	SGC	ITGB1	
FB	COL1A2	Schwann	ITGA1	
FB	COL1A2	Schwann	ITGA2	
FB	COL1A2	Schwann	ITGB1	
FB	COL1A2	Sebocyte	ITGA2	
FB	COL1A2	Sebocyte	ITGB1	
FB	COL1A2	VEC	ITGA1	
FB	COL1A2	VEC	ITGA10	
FB	COL1A2	VEC	ITGA2	
FB	COL1A2	VEC	ITGB1	
FB	COL21A1	FB	ITGA1	
FB	COL21A1	FB	ITGA11	
FB	COL21A1	FB	ITGB1	
FB	COL21A1	HFC	ITGA2	
FB	COL21A1	HFC	ITGB1	
FB	COL21A1	KC	ITGA2	
FB	COL21A1	KC	ITGB1	
FB	COL21A1	Channel	ITGA2	
FB	COL21A1	Channel	ITGB1	
FB	COL21A1	LC	ITGA10	
FB	COL21A1	LC	ITGB1	
FB	COL21A1	LEC	ITGA1	
FB	COL21A1	LEC	ITGA2	
FB	COL21A1	LEC	ITGB1	
FB	COL21A1	Lymphocyte	ITGA1	
FB	COL21A1	Lymphocyte	ITGB1	
FB	COL21A1	MEC	ITGA1	
FB	COL21A1	MEC	ITGA11	
FB	COL21A1	MEC	ITGA2	
FB	COL21A1	MEC	ITGB1	
FB	COL21A1	Pc	ITGA1	
FB	COL21A1	Pc	ITGB1	
FB	COL21A1	SGC	ITGA2	
FB	COL21A1	SGC	ITGB1	
FB	COL21A1	Schwann	ITGA1	
FB	COL21A1	Schwann	ITGA2	
FB	COL21A1	Schwann	ITGB1	
FB	COL21A1	Sebocyte	ITGA2	
FB	COL21A1	Sebocyte	ITGB1	
FB	COL21A1	VEC	ITGA1	
FB	COL21A1	VEC	ITGA10	
FB	COL21A1	VEC	ITGA2	
FB	COL21A1	VEC	ITGB1	
FB	COL24A1	FB	ITGA1	
FB	COL24A1	FB	ITGA11	
FB	COL24A1	FB	ITGB1	
FB	COL24A1	HFC	ITGA2	
FB	COL24A1	HFC	ITGB1	
FB	COL24A1	KC	ITGA2	
FB	COL24A1	KC	ITGB1	
FB	COL24A1	Channel	ITGA2	
FB	COL24A1	Channel	ITGB1	
FB	COL24A1	LC	ITGA10	
FB	COL24A1	LC	ITGB1	
FB	COL24A1	LEC	ITGA1	
FB	COL24A1	LEC	ITGB1	
FB	COL24A1	Lymphocyte	ITGA1	
FB	COL24A1	Lymphocyte	ITGB1	
FB	COL24A1	MEC	ITGA1	
FB	COL24A1	MEC	ITGA11	
FB	COL24A1	MEC	ITGA2	
FB	COL24A1	MEC	ITGB1	
FB	COL24A1	Pc	ITGA1	
FB	COL24A1	Pc	ITGB1	
FB	COL24A1	SGC	ITGA2	
FB	COL24A1	SGC	ITGB1	
FB	COL24A1	Schwann	ITGA1	
FB	COL24A1	Schwann	ITGA2	
FB	COL24A1	Schwann	ITGB1	
FB	COL24A1	Sebocyte	ITGA2	
FB	COL24A1	Sebocyte	ITGB1	
FB	COL24A1	VEC	ITGA1	
FB	COL24A1	VEC	ITGA10	
FB	COL24A1	VEC	ITGA2	
FB	COL24A1	VEC	ITGB1	
FB	COL27A1	FB	ITGA1	
FB	COL27A1	FB	ITGA11	
FB	COL27A1	FB	ITGB1	
FB	COL27A1	HFC	ITGA2	
FB	COL27A1	HFC	ITGB1	
FB	COL27A1	KC	ITGA2	
FB	COL27A1	KC	ITGB1	
FB	COL27A1	Channel	ITGA2	
FB	COL27A1	Channel	ITGB1	
FB	COL27A1	LC	ITGA10	
FB	COL27A1	LC	ITGB1	
FB	COL27A1	LEC	ITGA1	
FB	COL27A1	LEC	ITGB1	
FB	COL27A1	Lymphocyte	ITGA1	
FB	COL27A1	Lymphocyte	ITGB1	
FB	COL27A1	MEC	ITGA1	
FB	COL27A1	MEC	ITGA11	
FB	COL27A1	MEC	ITGA2	
FB	COL27A1	MEC	ITGB1	
FB	COL27A1	Pc	ITGA1	
FB	COL27A1	Pc	ITGB1	
FB	COL27A1	Schwann	ITGA1	
FB	COL27A1	Schwann	ITGB1	
FB	COL27A1	VEC	ITGA1	
FB	COL27A1	VEC	ITGA10	
FB	COL27A1	VEC	ITGA2	
FB	COL27A1	VEC	ITGB1	
FB	COL3A1	FB	ITGA1	
FB	COL3A1	FB	ITGA11	
FB	COL3A1	FB	ITGB1	
FB	COL3A1	HFC	ADGRG1	
FB	COL3A1	HFC	ITGA2	
FB	COL3A1	HFC	ITGB1	
FB	COL3A1	KC	ADGRG1	
FB	COL3A1	KC	ITGA2	
FB	COL3A1	KC	ITGB1	
FB	COL3A1	Channel	ADGRG1	
FB	COL3A1	Channel	ITGA2	
FB	COL3A1	Channel	ITGB1	
FB	COL3A1	LC	ITGA10	
FB	COL3A1	LC	ITGB1	
FB	COL3A1	LEC	ADGRG1	
FB	COL3A1	LEC	ITGA1	
FB	COL3A1	LEC	ITGA2	
FB	COL3A1	LEC	ITGB1	
FB	COL3A1	Lymphocyte	ITGA1	
FB	COL3A1	Lymphocyte	ITGB1	
FB	COL3A1	MEC	ADGRG1	
FB	COL3A1	MEC	ITGA1	
FB	COL3A1	MEC	ITGA11	
FB	COL3A1	MEC	ITGA2	
FB	COL3A1	MEC	ITGB1	
FB	COL3A1	MEL	ADGRG1	
FB	COL3A1	MEL	ITGA2	
FB	COL3A1	MEL	ITGB1	
FB	COL3A1	Pc	ITGA1	
FB	COL3A1	Pc	ITGB1	
FB	COL3A1	SGC	ADGRG1	
FB	COL3A1	SGC	ITGA2	
FB	COL3A1	SGC	ITGB1	
FB	COL3A1	Schwann	ADGRG1	
FB	COL3A1	Schwann	ITGA1	
FB	COL3A1	Schwann	ITGA2	
FB	COL3A1	Schwann	ITGB1	
FB	COL3A1	Sebocyte	ADGRG1	
FB	COL3A1	Sebocyte	ITGA2	
FB	COL3A1	Sebocyte	ITGB1	
FB	COL3A1	VEC	ADGRG1	
FB	COL3A1	VEC	ITGA1	
FB	COL3A1	VEC	ITGA10	
FB	COL3A1	VEC	ITGA2	
FB	COL3A1	VEC	ITGB1	
FB	COL4A1	FB	ITGA1	
FB	COL4A1	FB	ITGA11	
FB	COL4A1	FB	ITGB1	
FB	COL4A1	HFC	ITGA2	
FB	COL4A1	HFC	ITGB1	
FB	COL4A1	KC	ADGRG6	
FB	COL4A1	KC	ITGA2	
FB	COL4A1	KC	ITGB1	
FB	COL4A1	Channel	ADGRG6	
FB	COL4A1	Channel	ITGA2	
FB	COL4A1	Channel	ITGB1	
FB	COL4A1	LC	ADGRG6	
FB	COL4A1	LC	ITGA10	
FB	COL4A1	LC	ITGB1	
FB	COL4A1	LEC	ITGA1	
FB	COL4A1	LEC	ITGA2	
FB	COL4A1	LEC	ITGB1	
FB	COL4A1	Lymphocyte	ITGA1	
FB	COL4A1	Lymphocyte	ITGB1	
FB	COL4A1	MEC	ITGA1	
FB	COL4A1	MEC	ITGA11	
FB	COL4A1	MEC	ITGA2	
FB	COL4A1	MEC	ITGB1	
FB	COL4A1	MEL	ITGA2	
FB	COL4A1	MEL	ITGB1	
FB	COL4A1	Mac	ADGRG6	
FB	COL4A1	Pc	ITGA1	
FB	COL4A1	Pc	ITGB1	
FB	COL4A1	SGC	ADGRG6	
FB	COL4A1	SGC	ITGA2	
FB	COL4A1	SGC	ITGB1	
FB	COL4A1	Schwann	ADGRG6	
FB	COL4A1	Schwann	ITGA1	
FB	COL4A1	Schwann	ITGA2	
FB	COL4A1	Schwann	ITGB1	
FB	COL4A1	Sebocyte	ADGRG6	
FB	COL4A1	Sebocyte	ITGA2	
FB	COL4A1	Sebocyte	ITGB1	
FB	COL4A1	VEC	ADGRG6	
FB	COL4A1	VEC	ITGA1	
FB	COL4A1	VEC	ITGA10	
FB	COL4A1	VEC	ITGA2	
FB	COL4A1	VEC	ITGB1	
FB	COL4A2	FB	ITGA1	
FB	COL4A2	FB	ITGA11	
FB	COL4A2	FB	ITGB1	
FB	COL4A2	HFC	ITGA2	
FB	COL4A2	HFC	ITGB1	
FB	COL4A2	KC	ADGRG6	
FB	COL4A2	KC	ITGA2	
FB	COL4A2	KC	ITGB1	
FB	COL4A2	Channel	ADGRG6	
FB	COL4A2	Channel	ITGA2	
FB	COL4A2	Channel	ITGB1	
FB	COL4A2	LC	ADGRG6	
FB	COL4A2	LC	ITGA10	
FB	COL4A2	LC	ITGB1	
FB	COL4A2	LEC	ITGA1	
FB	COL4A2	LEC	ITGA2	
FB	COL4A2	LEC	ITGB1	
FB	COL4A2	Lymphocyte	ITGA1	
FB	COL4A2	Lymphocyte	ITGB1	
FB	COL4A2	MEC	ITGA1	
FB	COL4A2	MEC	ITGA11	
FB	COL4A2	MEC	ITGA2	
FB	COL4A2	MEC	ITGB1	
FB	COL4A2	MEL	ITGA2	
FB	COL4A2	MEL	ITGB1	
FB	COL4A2	Mac	ADGRG6	
FB	COL4A2	Pc	ITGA1	
FB	COL4A2	Pc	ITGB1	
FB	COL4A2	SGC	ADGRG6	
FB	COL4A2	SGC	ITGA2	
FB	COL4A2	SGC	ITGB1	
FB	COL4A2	Schwann	ADGRG6	
FB	COL4A2	Schwann	ITGA1	
FB	COL4A2	Schwann	ITGA2	
FB	COL4A2	Schwann	ITGB1	
FB	COL4A2	Sebocyte	ADGRG6	
FB	COL4A2	Sebocyte	ITGA2	
FB	COL4A2	Sebocyte	ITGB1	
FB	COL4A2	VEC	ADGRG6	
FB	COL4A2	VEC	ITGA1	
FB	COL4A2	VEC	ITGA10	
FB	COL4A2	VEC	ITGA2	
FB	COL4A2	VEC	ITGB1	
FB	COL4A5	FB	ITGA1	
FB	COL4A5	FB	ITGA11	
FB	COL4A5	FB	ITGB1	
FB	COL4A5	KC	ADGRG6	
FB	COL4A5	KC	ITGA2	
FB	COL4A5	KC	ITGB1	
FB	COL4A5	Channel	ITGA2	
FB	COL4A5	Channel	ITGB1	
FB	COL4A5	LEC	ITGA1	
FB	COL4A5	LEC	ITGB1	
FB	COL4A5	MEC	ITGA1	
FB	COL4A5	MEC	ITGA2	
FB	COL4A5	MEC	ITGB1	
FB	COL4A5	Pc	ITGA1	
FB	COL4A5	Pc	ITGB1	
FB	COL4A5	Schwann	ADGRG6	
FB	COL4A5	Schwann	ITGA1	
FB	COL4A5	Schwann	ITGB1	
FB	COL4A5	Sebocyte	ADGRG6	
FB	COL4A5	VEC	ITGA1	
FB	COL4A5	VEC	ITGA10	
FB	COL4A5	VEC	ITGB1	
FB	COL5A1	FB	ITGA1	
FB	COL5A1	FB	ITGA11	
FB	COL5A1	FB	ITGB1	
FB	COL5A1	HFC	ITGA2	
FB	COL5A1	HFC	ITGB1	
FB	COL5A1	KC	ITGA2	
FB	COL5A1	KC	ITGB1	
FB	COL5A1	Channel	ITGA2	
FB	COL5A1	Channel	ITGB1	
FB	COL5A1	LC	ITGA10	
FB	COL5A1	LC	ITGB1	
FB	COL5A1	LEC	ITGA1	
FB	COL5A1	LEC	ITGA2	
FB	COL5A1	LEC	ITGB1	
FB	COL5A1	Lymphocyte	ITGA1	
FB	COL5A1	Lymphocyte	ITGB1	
FB	COL5A1	MEC	ITGA1	
FB	COL5A1	MEC	ITGA11	
FB	COL5A1	MEC	ITGA2	
FB	COL5A1	MEC	ITGB1	
FB	COL5A1	MEL	ITGA2	
FB	COL5A1	MEL	ITGB1	
FB	COL5A1	Pc	ITGA1	
FB	COL5A1	Pc	ITGB1	
FB	COL5A1	SGC	ITGA2	
FB	COL5A1	SGC	ITGB1	
FB	COL5A1	Schwann	ITGA1	
FB	COL5A1	Schwann	ITGA2	
FB	COL5A1	Schwann	ITGB1	
FB	COL5A1	Sebocyte	ITGA2	
FB	COL5A1	Sebocyte	ITGB1	
FB	COL5A1	VEC	ITGA1	
FB	COL5A1	VEC	ITGA10	
FB	COL5A1	VEC	ITGA2	
FB	COL5A1	VEC	ITGB1	
FB	COL5A2	FB	ITGA1	
FB	COL5A2	FB	ITGA11	
FB	COL5A2	FB	ITGB1	
FB	COL5A2	HFC	ITGA2	
FB	COL5A2	HFC	ITGB1	
FB	COL5A2	KC	ITGA2	
FB	COL5A2	KC	ITGB1	
FB	COL5A2	Channel	ITGA2	
FB	COL5A2	Channel	ITGB1	
FB	COL5A2	LC	ITGA10	
FB	COL5A2	LC	ITGB1	
FB	COL5A2	LEC	ITGA1	
FB	COL5A2	LEC	ITGA2	
FB	COL5A2	LEC	ITGB1	
FB	COL5A2	Lymphocyte	ITGA1	
FB	COL5A2	Lymphocyte	ITGB1	
FB	COL5A2	MEC	ITGA1	
FB	COL5A2	MEC	ITGA11	
FB	COL5A2	MEC	ITGA2	
FB	COL5A2	MEC	ITGB1	
FB	COL5A2	MEL	ITGA2	
FB	COL5A2	MEL	ITGB1	
FB	COL5A2	Pc	ITGA1	
FB	COL5A2	Pc	ITGB1	
FB	COL5A2	SGC	ITGA2	
FB	COL5A2	SGC	ITGB1	
FB	COL5A2	Schwann	ITGA1	
FB	COL5A2	Schwann	ITGA2	
FB	COL5A2	Schwann	ITGB1	
FB	COL5A2	Sebocyte	ITGA2	
FB	COL5A2	Sebocyte	ITGB1	
FB	COL5A2	VEC	ITGA1	
FB	COL5A2	VEC	ITGA10	
FB	COL5A2	VEC	ITGA2	
FB	COL5A2	VEC	ITGB1	
FB	COL5A3	FB	ITGA1	
FB	COL5A3	FB	ITGA11	
FB	COL5A3	FB	ITGB1	
FB	COL5A3	HFC	ITGA2	
FB	COL5A3	HFC	ITGB1	
FB	COL5A3	KC	ITGA2	
FB	COL5A3	KC	ITGB1	
FB	COL5A3	Channel	ITGA2	
FB	COL5A3	Channel	ITGB1	
FB	COL5A3	LC	ITGA10	
FB	COL5A3	LC	ITGB1	
FB	COL5A3	LEC	ITGA1	
FB	COL5A3	LEC	ITGB1	
FB	COL5A3	Lymphocyte	ITGA1	
FB	COL5A3	Lymphocyte	ITGB1	
FB	COL5A3	MEC	ITGA1	
FB	COL5A3	MEC	ITGA11	
FB	COL5A3	MEC	ITGA2	
FB	COL5A3	MEC	ITGB1	
FB	COL5A3	Pc	ITGA1	
FB	COL5A3	Pc	ITGB1	
FB	COL5A3	Schwann	ITGA1	
FB	COL5A3	Schwann	ITGB1	
FB	COL5A3	VEC	ITGA1	
FB	COL5A3	VEC	ITGA10	
FB	COL5A3	VEC	ITGA2	
FB	COL5A3	VEC	ITGB1	
FB	COL6A1	FB	ITGA1	
FB	COL6A1	FB	ITGA11	
FB	COL6A1	FB	ITGB1	
FB	COL6A1	HFC	ITGA2	
FB	COL6A1	HFC	ITGB1	
FB	COL6A1	KC	ITGA2	
FB	COL6A1	KC	ITGB1	
FB	COL6A1	Channel	ITGA2	
FB	COL6A1	Channel	ITGB1	
FB	COL6A1	LC	ITGA10	
FB	COL6A1	LC	ITGB1	
FB	COL6A1	LEC	ITGA1	
FB	COL6A1	LEC	ITGA2	
FB	COL6A1	LEC	ITGB1	
FB	COL6A1	Lymphocyte	ITGA1	
FB	COL6A1	Lymphocyte	ITGB1	
FB	COL6A1	MEC	ITGA1	
FB	COL6A1	MEC	ITGA11	
FB	COL6A1	MEC	ITGA2	
FB	COL6A1	MEC	ITGB1	
FB	COL6A1	MEL	ITGA2	
FB	COL6A1	MEL	ITGB1	
FB	COL6A1	Pc	ITGA1	
FB	COL6A1	Pc	ITGB1	
FB	COL6A1	SGC	ITGA2	
FB	COL6A1	SGC	ITGB1	
FB	COL6A1	Schwann	ITGA1	
FB	COL6A1	Schwann	ITGA2	
FB	COL6A1	Schwann	ITGB1	
FB	COL6A1	Sebocyte	ITGA2	
FB	COL6A1	Sebocyte	ITGB1	
FB	COL6A1	VEC	ITGA1	
FB	COL6A1	VEC	ITGA10	
FB	COL6A1	VEC	ITGA2	
FB	COL6A1	VEC	ITGB1	
FB	COL6A2	FB	ITGA1	
FB	COL6A2	FB	ITGA11	
FB	COL6A2	FB	ITGB1	
FB	COL6A2	HFC	ITGA2	
FB	COL6A2	HFC	ITGB1	
FB	COL6A2	KC	ITGA2	
FB	COL6A2	KC	ITGB1	
FB	COL6A2	Channel	ITGA2	
FB	COL6A2	Channel	ITGB1	
FB	COL6A2	LC	ITGA10	
FB	COL6A2	LC	ITGB1	
FB	COL6A2	LEC	ITGA1	
FB	COL6A2	LEC	ITGA2	
FB	COL6A2	LEC	ITGB1	
FB	COL6A2	Lymphocyte	ITGA1	
FB	COL6A2	Lymphocyte	ITGB1	
FB	COL6A2	MEC	ITGA1	
FB	COL6A2	MEC	ITGA11	
FB	COL6A2	MEC	ITGA2	
FB	COL6A2	MEC	ITGB1	
FB	COL6A2	MEL	ITGA2	
FB	COL6A2	MEL	ITGB1	
FB	COL6A2	Pc	ITGA1	
FB	COL6A2	Pc	ITGB1	
FB	COL6A2	SGC	ITGA2	
FB	COL6A2	SGC	ITGB1	
FB	COL6A2	Schwann	ITGA1	
FB	COL6A2	Schwann	ITGA2	
FB	COL6A2	Schwann	ITGB1	
FB	COL6A2	Sebocyte	ITGA2	
FB	COL6A2	Sebocyte	ITGB1	
FB	COL6A2	VEC	ITGA1	
FB	COL6A2	VEC	ITGA10	
FB	COL6A2	VEC	ITGA2	
FB	COL6A2	VEC	ITGB1	
FB	COL6A3	FB	ITGA1	
FB	COL6A3	FB	ITGA11	
FB	COL6A3	FB	ITGB1	
FB	COL6A3	HFC	ITGA2	
FB	COL6A3	HFC	ITGB1	
FB	COL6A3	KC	ITGA2	
FB	COL6A3	KC	ITGB1	
FB	COL6A3	Channel	ITGA2	
FB	COL6A3	Channel	ITGB1	
FB	COL6A3	LC	ITGA10	
FB	COL6A3	LC	ITGB1	
FB	COL6A3	LEC	ITGA1	
FB	COL6A3	LEC	ITGA2	
FB	COL6A3	LEC	ITGB1	
FB	COL6A3	Lymphocyte	ITGA1	
FB	COL6A3	Lymphocyte	ITGB1	
FB	COL6A3	MEC	ITGA1	
FB	COL6A3	MEC	ITGA11	
FB	COL6A3	MEC	ITGA2	
FB	COL6A3	MEC	ITGB1	
FB	COL6A3	MEL	ITGA2	
FB	COL6A3	MEL	ITGB1	
FB	COL6A3	Pc	ITGA1	
FB	COL6A3	Pc	ITGB1	
FB	COL6A3	SGC	ITGA2	
FB	COL6A3	SGC	ITGB1	
FB	COL6A3	Schwann	ITGA1	
FB	COL6A3	Schwann	ITGA2	
FB	COL6A3	Schwann	ITGB1	
FB	COL6A3	Sebocyte	ITGA2	
FB	COL6A3	Sebocyte	ITGB1	
FB	COL6A3	VEC	ITGA1	
FB	COL6A3	VEC	ITGA10	
FB	COL6A3	VEC	ITGA2	
FB	COL6A3	VEC	ITGB1	
FB	COL6A5	FB	ITGA1	
FB	COL6A5	FB	ITGA11	
FB	COL6A5	FB	ITGB1	
FB	COL6A5	HFC	ITGA2	
FB	COL6A5	HFC	ITGB1	
FB	COL6A5	KC	ITGA2	
FB	COL6A5	KC	ITGB1	
FB	COL6A5	Channel	ITGA2	
FB	COL6A5	Channel	ITGB1	
FB	COL6A5	LC	ITGA10	
FB	COL6A5	LC	ITGB1	
FB	COL6A5	LEC	ITGA1	
FB	COL6A5	LEC	ITGA2	
FB	COL6A5	LEC	ITGB1	
FB	COL6A5	Lymphocyte	ITGA1	
FB	COL6A5	Lymphocyte	ITGB1	
FB	COL6A5	MEC	ITGA1	
FB	COL6A5	MEC	ITGA11	
FB	COL6A5	MEC	ITGA2	
FB	COL6A5	MEC	ITGB1	
FB	COL6A5	Pc	ITGA1	
FB	COL6A5	Pc	ITGB1	
FB	COL6A5	SGC	ITGA2	
FB	COL6A5	SGC	ITGB1	
FB	COL6A5	Schwann	ITGA1	
FB	COL6A5	Schwann	ITGA2	
FB	COL6A5	Schwann	ITGB1	
FB	COL6A5	Sebocyte	ITGA2	
FB	COL6A5	Sebocyte	ITGB1	
FB	COL6A5	VEC	ITGA1	
FB	COL6A5	VEC	ITGA10	
FB	COL6A5	VEC	ITGA2	
FB	COL6A5	VEC	ITGB1	
FB	COL6A6	FB	ITGA1	
FB	COL6A6	FB	ITGA11	
FB	COL6A6	FB	ITGB1	
FB	COL6A6	HFC	ITGA2	
FB	COL6A6	HFC	ITGB1	
FB	COL6A6	KC	ITGA2	
FB	COL6A6	KC	ITGB1	
FB	COL6A6	Channel	ITGA2	
FB	COL6A6	Channel	ITGB1	
FB	COL6A6	LC	ITGA10	
FB	COL6A6	LC	ITGB1	
FB	COL6A6	LEC	ITGA1	
FB	COL6A6	LEC	ITGB1	
FB	COL6A6	Lymphocyte	ITGA1	
FB	COL6A6	Lymphocyte	ITGB1	
FB	COL6A6	MEC	ITGA1	
FB	COL6A6	MEC	ITGA11	
FB	COL6A6	MEC	ITGA2	
FB	COL6A6	MEC	ITGB1	
FB	COL6A6	Pc	ITGA1	
FB	COL6A6	Pc	ITGB1	
FB	COL6A6	SGC	ITGA2	
FB	COL6A6	SGC	ITGB1	
FB	COL6A6	Schwann	ITGA1	
FB	COL6A6	Schwann	ITGA2	
FB	COL6A6	Schwann	ITGB1	
FB	COL6A6	Sebocyte	ITGA2	
FB	COL6A6	Sebocyte	ITGB1	
FB	COL6A6	VEC	ITGA1	
FB	COL6A6	VEC	ITGA10	
FB	COL6A6	VEC	ITGA2	
FB	COL6A6	VEC	ITGB1	
FB	COL7A1	FB	ITGA1	
FB	COL7A1	FB	ITGA11	
FB	COL7A1	FB	ITGB1	
FB	COL7A1	HFC	ITGA2	
FB	COL7A1	HFC	ITGB1	
FB	COL7A1	KC	ITGA2	
FB	COL7A1	KC	ITGB1	
FB	COL7A1	Channel	ITGA2	
FB	COL7A1	Channel	ITGB1	
FB	COL7A1	LC	ITGA10	
FB	COL7A1	LC	ITGB1	
FB	COL7A1	LEC	ITGA1	
FB	COL7A1	LEC	ITGB1	
FB	COL7A1	Lymphocyte	ITGA1	
FB	COL7A1	Lymphocyte	ITGB1	
FB	COL7A1	MEC	ITGA1	
FB	COL7A1	MEC	ITGA11	
FB	COL7A1	MEC	ITGA2	
FB	COL7A1	MEC	ITGB1	
FB	COL7A1	Pc	ITGA1	
FB	COL7A1	Pc	ITGB1	
FB	COL7A1	Schwann	ITGA1	
FB	COL7A1	Schwann	ITGB1	
FB	COL7A1	VEC	ITGA1	
FB	COL7A1	VEC	ITGA10	
FB	COL7A1	VEC	ITGB1	
FB	COL8A1	FB	ITGA1	
FB	COL8A1	FB	ITGA11	
